"key","ratings_avg","ratings_std","hygiene_avg","hygiene_std","r_value","std_err","len(val)"
"Physical Therapy",4.2,0.6625707509390978,4.6,0.7999999999999999,-0.044020456117821585,0.3345529428489404,15
"Gyms",3.7801526717557246,0.8860815056791346,4.549618320610687,0.7932322557566304,-0.0474716923468196,0.07873030462289532,131
"Climbing",4.253571428571429,0.5485253886930087,4.357142857142857,0.9715336077668172,-0.03590216462542955,0.5109641092439697,14
"Soup",3.919230769230769,0.5266141711035704,4.538461538461538,0.8426500884694863,-0.14034456134737974,0.3233920679702828,26
"Museums",4.103760162601625,0.6337779948957408,4.652439024390244,0.7374520422201418,0.052806759444267104,0.09129200525287963,164
"Health & Medical",4.113414634146341,0.9873606348242147,4.682926829268292,0.6416071433154101,0.21461917118342305,0.10162985184279028,41
"Education",4.177991452991453,0.955559879697569,4.752136752136752,0.5833294198547541,-0.0028865056116145833,0.040078381187231095,234
"Print Media",3.998351648351649,0.9775769144145049,4.263736263736264,0.9415344599293177,0.007337296196628226,0.07178560078615732,182
"Art Schools",4.15483870967742,0.536469167365487,4.548387096774194,0.7111421833886648,0.09451019163815434,0.24505544873328347,31
"Child Care & Day Care",4.300561797752809,0.9076297809210239,4.752808988764045,0.6231651516342493,-0.010680461835536103,0.0736054586657044,89
"Tennis",4.25,0.6030017505041848,4.888888888888889,0.3142696805273545,0.14658058218639453,0.12888651213188318,18
"Nurseries & Gardening",4.000314465408804,0.7765529552493348,4.666666666666667,0.7152135333750691,-0.034915362331501325,0.07345983334680367,159
"Chicken Wings",3.457758620689655,0.8605593583065486,4.232758620689655,1.2754834014024918,-0.10125912156326924,0.13810314250152328,116
"Music & DVDs",4.202777777777778,0.27561659270232536,4.5,1.0671873729054748,-0.10860487051413402,0.9622742107456357,18
"Lounges",3.778935185185185,0.5605974435737525,4.111111111111111,1.0914934835771388,0.03396353172044554,0.13301864482861556,216
"Steakhouses",3.880944055944054,0.6263548813809174,4.283216783216783,1.0310891799747397,0.04760807189538385,0.09757169826514958,286
"Spanish",3.998520249221182,0.5860587346434306,4.065420560747664,1.0831852305535767,0.06443938233760402,0.1266747597445044,214
"Adult Entertainment",3.4666666666666663,0.9285592184789413,4.466666666666667,0.8844332774281067,-0.362591487340311,0.24619291928496634,15
"Mexican",3.772352285395764,0.6448429069117285,4.2842809364548495,1.0676704243920645,0.04282968097583082,0.09598566189688588,299
"Grocery",3.7385386819484228,0.7386404714852364,4.604584527220631,0.878642911576892,0.009205261230127087,0.026006389858210147,2094
"Latin American",4.112068965517241,0.4435661075820397,4.0344827586206895,1.2171974203257097,-0.09816936414494043,0.36492684232905626,58
"Brasseries",3.926732673267327,0.5275369799076471,4.376237623762377,0.9935583132120477,-0.12875136553963956,0.18771244003813636,101
"Tea Rooms",4.166342412451365,0.6911935255466477,4.36964980544747,0.9781330356042726,-0.017280508793714254,0.08860603891961834,257
"Wineries",3.9342105263157894,1.1720486598012168,4.473684210526316,0.7517293082676685,-0.2155227559462558,0.1519018633932518,19
"Farmers Market",4.241193181818179,0.7675553334799468,4.448863636363637,0.8579169166943926,-0.008665211383239045,0.08473144409269381,176
"Bikes",4.575,0.47878608074077417,4.222222222222222,1.1331154474650633,-0.13312363596973273,0.5863944928786557,18
"Campgrounds",3.996774193548386,0.9285729151169905,4.629032258064516,0.7236527185217598,0.22264542666655598,0.09808405308174203,62
"Toy Stores",3.9025,0.6048708539845511,4.75,0.4330127018922193,-0.4748646046171949,0.1484955528546516,20
"Internet Cafes",4.199999999999999,0.8406728074767075,4.615384615384615,0.6249260311258432,0.04026555839354229,0.15161551480099983,26
"Churches",4.139795918367346,0.7339423594003249,4.428571428571429,1.0879675865519869,0.4489071291951575,0.19321362346292092,49
"Food Stands",3.9266666666666667,0.7159764117778058,4.333333333333333,1.0110500592068734,-0.06293177392557531,0.39087740747083577,15
"Home Decor",4.088636363636364,0.5432293626967045,4.704545454545454,0.6244832574560949,0.013551289330453712,0.17736708873243226,44
"Gastropubs",3.9027912621359224,0.5589068952818105,4.133495145631068,1.0812364449908425,0.02006812716915244,0.09552164891601946,412
"Cocktail Bars",3.916708542713567,0.5686210002357941,4.123115577889447,1.1374918815585457,0.03100404444924834,0.10047753787238829,398
"Stadiums & Arenas",3.9684210526315793,0.7519350230272774,4.5964912280701755,0.7691336918169465,0.1751443054410743,0.1357921818480368,57
"Vegan",4.26934865900383,0.4518294977529784,3.735632183908046,1.3684437852710478,0.21772014698447223,0.3206252615326282,87
"Horseback Riding",4.1066666666666665,0.5473775865179558,4.533333333333333,0.618241233033047,-0.2567552110342108,0.3027544699169405,15
"Caribbean",4.0134920634920634,0.7489643475175276,3.6095238095238096,1.2535301625731732,0.0128814337800182,0.16489937016025594,105
"Szechuan",3.7355555555555555,0.6424451746796265,3.8,1.3759844960366863,0.0394673099726316,0.5935636348216994,15
"Hookah Bars",3.8833333333333333,0.7178207761458753,3.04,1.7083325203250097,-0.1272143683546124,0.49220896341140863,25
"Falafel",4.234259259259258,0.5735279660542847,3.888888888888889,1.3286956381223776,0.6064477286142238,0.46051674827600714,18
"Organic Stores",4.291176470588235,0.6172127324459741,4.1568627450980395,1.1777770523671534,0.24466244494436046,0.264317856549728,51
"Active Life",4.255434782608696,0.6409256435260651,4.434782608695652,1.0140785904078782,0.15858450110311642,0.23550858246984518,46
"Ice Cream & Frozen Yogurt",4.232877604166665,0.6490334097438316,4.4296875,0.9115885323673999,0.1452510831095587,0.08719359355885346,256
"Scandinavian",4.199999999999999,0.3958114029012639,4.2,1.0456258094238748,0.507404948778221,0.631358900592511,15
"Post Offices",3.962328767123288,0.8993445414527993,4.472602739726027,0.8455783906812038,-0.008112226395794665,0.07834877960623686,146
"Cinema",3.806250000000001,0.6667742898680424,4.689516129032258,0.6257019990980837,-0.04029097549859783,0.059781712039860456,248
"Venues & Event Spaces",3.8916061339790167,0.6731780703409659,4.4576271186440675,0.8999710441619521,0.0354490014920175,0.0659029143191948,413
"German",4.1499999999999995,0.43429380735984613,3.611111111111111,1.296957503325417,0.2761697733039394,0.7175541861593345,18
"Landmarks & Historical Buildings",4.123291925465842,0.6713995546502033,4.614906832298137,0.7885997638809381,0.16709806756442883,0.09183910474613567,161
"Specialty Food",4.251744186046511,0.5146373567647669,4.174418604651163,1.1329305533542795,-0.0164764097094275,0.2401614964116283,86
"Irish",3.944897959183674,0.7390178878533751,4.3061224489795915,0.9939425030110954,0.02713148526932448,0.19610897872929242,49
"Fish & Chips",3.9270778652668445,0.8855185426614679,4.26334208223972,1.0954986373483353,0.08433202966111508,0.025793856948289246,2286
"Arts & Entertainment",4.077037037037038,0.7676747711002448,4.644444444444445,0.626177902382461,0.08780044821846303,0.0704553850534366,135
"African",3.9787037037037036,0.6953284496906807,3.1666666666666665,1.5122952876462443,-0.007191085893008298,0.30160163990993705,54
"Amusement Parks",3.9754385964912275,0.6894647559798696,4.56140350877193,0.8587535614400293,-0.05523299651902949,0.16769174170651405,57
"Social Clubs",3.912606837606838,1.0090169890392189,4.443589743589744,0.8324492351642683,0.07337289198337385,0.04177064959851037,390
"Religious Organizations",4.5294326241134755,0.6093461671091855,4.680851063829787,0.5499084248221313,0.13068507171282356,0.13337653500117685,47
"Mass Media",4.222727272727273,0.45843787938628977,4.818181818181818,0.385694607919935,0.22902698050965953,0.2729870945136941,11
"Vegetarian",4.146918767507004,0.5662915482190147,4.121848739495798,1.1907669771735285,0.050404593374135886,0.13670308309483145,238
"Dive Bars",3.554878048780487,0.9109633655754675,3.902439024390244,1.3399104092507679,-0.12050135034690702,0.2338117465006868,41
"Sports Bars",3.643333333333333,0.7169844256792937,4.1,1.2476644848141933,-0.05204319834975276,0.18524982857857225,90
"Beer, Wine & Spirits",3.9391618497109833,0.8741831148640091,4.367052023121388,0.9440785841317121,0.08554085913783586,0.05801385847042408,346
"Imported Food",4.00329861111111,0.6535808585088628,3.8020833333333335,1.2043306549236752,-0.03644572067030336,0.18993012905666415,96
"Karaoke",3.4810185185185185,0.751625325070074,3.861111111111111,1.5120401555840923,0.1443309537136186,0.34139031429642286,36
"Office Equipment",4.103846153846154,0.497092136043185,4.461538461538462,0.9294650748918902,-0.21195385760250954,0.5509582705303724,13
"Hotels & Travel",4.015841584158416,0.9514951936911149,4.475247524752476,0.8276659225349053,0.13376497583449326,0.08663836866446399,101
"Restaurants",3.9397568067671194,0.8184037602833635,4.164948453608248,1.1135709332386832,0.04092416097965051,0.0383154053889573,1261
"Skating Rinks",4.0,0.4320493798938573,4.5,0.6454972243679028,-0.2091650066335188,0.46200504403554493,12
"Golf",4.05486111111111,0.7000244566935757,4.412037037037037,0.9630408622337692,0.08596092935126896,0.09369449941934894,216
"Nightlife",4.019607843137256,0.749645565360041,4.431372549019608,0.798402865549111,0.008800394719060307,0.15214274678780046,51
"Herbs & Spices",4.607692307692308,0.3832282679101892,4.153846153846154,1.2307692307692306,-0.11667077354538159,0.9617155236071336,13
"Car Dealers",3.433333333333333,1.0110500592068732,4.2,1.0456258094238748,-0.4761093815082069,0.2522385959599411,15
"Turkish",4.074328358208954,0.572949661895754,3.8149253731343284,1.2819357717097375,0.028686406870425594,0.12256004620954979,335
"Breweries",4.167901234567901,0.6441238973859462,4.419753086419753,0.8870007381079534,0.1932079857350338,0.15201270760694804,81
"Travel Services",3.85,1.4091959882618645,4.5,1.1902380714238083,-0.14408259310651064,0.2643060217540871,12
"Sushi Bars",3.8702196382428946,0.5460918181909814,4.046511627906977,1.1966391250503328,0.09682306735570839,0.13631142320433753,258
"Convenience Stores",3.613434903047092,0.9873294806598835,4.096952908587258,1.1881299445327596,0.030650250580635332,0.04482615580915671,722
"Salad",3.8070570570570563,0.7245292888753263,4.297297297297297,1.0275010759915857,-0.002011463615440817,0.13583516399170886,111
"Discount Store",3.75,0.7911955119717573,4.521739130434782,0.7666105017645328,-0.010752385923006619,0.06766886809761394,207
"Kitchen & Bath",4.063043478260869,0.538963859259507,4.608695652173913,1.0103434816193262,-0.19023752995378315,0.40160156339010555,23
"Japanese",3.853521126760564,0.541945482026812,4.038229376257545,1.2038449817742616,-0.008584584726894114,0.09983811297769314,497
"Milkshake Bars",3.9559139784946233,0.8489245609375574,4.258064516129032,1.2691816498649036,0.01904220444188908,0.2775728174303725,31
"Swimming Pools",3.7872340425531923,0.5442609751340532,4.51063829787234,0.6481509026267157,0.1692644498733586,0.17496470490061497,47
"Tex-Mex",3.8064102564102567,0.7674616408337399,3.9743589743589745,1.3865134189328998,-0.055267570752657216,0.2965529475353066,39
"Noodles",3.8200000000000003,0.466476151587624,3.75,1.2196310917650468,-0.04394222828435276,0.6156630506788896,20
"Cantonese",3.9098039215686278,0.8372078326301666,3.323529411764706,1.3873501664789123,0.22812337559068852,0.28521526254407303,34
"Guest Houses",4.166764705882351,0.906762893283949,4.564705882352941,0.7925692966330439,0.22480657017073322,0.04632590900373565,340
"Florists",4.137878787878788,0.9556078743658646,4.424242424242424,0.8886592908251625,0.09169654387008493,0.16631873384442492,33
"Beaches",4.3136363636363635,0.48808107983804055,4.636363636363637,0.4810456929208346,0.2921557368945907,0.3141950880937547,11
"Bars",3.824866238630288,0.6929605114993271,4.262439807383628,0.9996717691601688,-0.015329120833815536,0.040896648511756326,1246
"Bubble Tea",4.052380952380952,0.6580049555603287,3.9047619047619047,1.1086139739831253,-0.09760713057218316,0.38467651335395914,21
"Hotels",3.788404462184027,0.8280981535597418,4.388701258827141,0.9445648224525466,0.07022815282088796,0.01994347514639393,3257
"Professional Services",3.9948275862068963,0.6322298833857015,4.689655172413793,0.6487892318009235,0.11377975978482509,0.19620823197711046,29
"Candy Stores",4.087291666666667,0.8571036650886131,4.43125,0.9786589996009846,0.11581511765046362,0.09022713381187654,160
"Parking",3.6750000000000003,1.3828993868990305,4.642857142857143,0.6102859818083951,-0.13753123762690525,0.1261843631757935,14
"Outlet Stores",3.8545454545454545,0.7303344643052703,4.636363636363637,0.8813963377120597,-0.36461953486443255,0.3745854574080748,11
"Gift Shops",4.056779661016949,0.9435534003157123,4.610169491525424,0.8440609896941513,0.15761132046988008,0.11700584582599664,59
"Basque",3.8802325581395354,0.6886234613329023,4.209302325581396,0.7642640337281388,0.1779859575398388,0.17056085084123612,43
"Wholesale Stores",3.9020833333333336,0.5609662732484211,4.541666666666667,0.8154327412825385,0.1387202942893621,0.3069168209587863,24
"Asian Fusion",3.9013431013431004,0.6756779762736933,4.003663003663004,1.1936896612237995,0.03738617234541145,0.10724160348898397,273
"Buffets",3.5482558139534888,0.7407004378921267,3.6744186046511627,1.3677503211658244,0.19685465592379117,0.19753422863421544,86
"Colleges & Universities",4.1032,0.6638296166939225,4.744,0.618436738882806,-0.020414256667732975,0.08398381291072203,125
"Fast Food",3.7536351891002973,0.8931245060557689,3.939570119802678,1.2692681653882807,-0.01186122174449133,0.018865406330857662,5676
"Bistros",4.207831325301205,0.6446714829635606,4.240963855421687,1.0595561863094292,0.029868417556303564,0.1282832043379846,166
"Train Stations",3.400943396226415,0.9442722347923751,4.471698113207547,0.902904612377766,0.034886357223960385,0.13381201847941268,53
"Recreation Centers",4.259375,0.8208643976778381,4.1875,1.0734727523323542,-0.1296652076309692,0.3465561711052283,16
"Creperies",4.075,0.6740734381356382,3.8863636363636362,1.1523870303715653,0.05485838519823166,0.2633977283536407,44
"Tobacco Shops",3.426388888888889,0.813555819220571,4.722222222222222,0.5583264233956049,0.19959852492168617,0.11532760392423373,36
"Wine Bars",3.968211068211069,0.6512649606514263,4.264478764478764,1.0478571711323323,-0.006963457406400224,0.07082865527056877,518
"Seafood Markets",4.395505617977528,0.6124935427056182,4.213483146067416,1.0649883695346325,0.1685551000967273,0.18374903148862404,89
"Cupcakes",4.322727272727273,0.4386775769616286,4.636363636363637,0.8813963377120598,-0.2548920791112555,0.43443377989073123,22
"Art Galleries",4.166990291262137,0.54365507867207,4.475728155339806,0.8795923613907669,0.1292781637603865,0.15963844768655647,103
"Kids Activities",4.03944099378882,0.7359746556256105,4.720496894409938,0.5484159019787358,0.05270382209351457,0.059012581116331994,161
"Hostels",3.6346938775510207,0.7963055050101402,4.346938775510204,0.9158696192782397,0.24373555099850444,0.16270686334388026,49
"Auto Repair",3.7714285714285714,0.9799868109622006,4.523809523809524,0.9571310115353231,-0.16934716534304906,0.22082887798973916,21
"Himalayan/Nepalese",4.34387254901961,0.5163574692437685,3.7794117647058822,1.1484719801864374,0.35812131099753497,0.25561935407096636,68
"Brazilian",3.8977777777777787,0.6425604645613391,3.9555555555555557,1.3158107860522188,0.09975976006032065,0.3107229538345498,45
"Hardware Stores",3.9741935483870967,0.7253331790312215,4.612903225806452,0.6052149367514102,0.2932237409226861,0.14813268879130373,31
"Polish",4.1483870967741945,0.6626539834400685,4.129032258064516,1.1843586935926338,-0.17442044873844345,0.3268050103725037,31
"Trainers",4.102777777777778,0.7614810536459383,4.388888888888889,1.0076865081787252,-0.4213320296165314,0.3000328754101308,18
"Beer Gardens",3.816666666666667,0.5720334100576837,4.266666666666667,1.1234866364235143,0.31465857587103246,0.5170527123785176,15
"Cafes",4.0301664145234355,0.768359565652505,4.265960665658094,1.0496336908599884,0.06821826964108599,0.023714068446785908,3305
"Halal",3.9002298850574713,0.6635385987695629,3.4275862068965517,1.4371659256122045,0.06341805956778156,0.18075803316102657,145
"Shopping Centers",3.8362745098039217,0.7524520981022547,4.686274509803922,0.8515314019846456,-0.018961260499273762,0.1616388253596381,51
"Bingo Halls",3.565277777777778,0.9333198990435259,4.833333333333333,0.4409585518440984,-0.10517912770488312,0.08057720071120787,36
"Dim Sum",3.8263440860215066,0.5266512552792855,3.435483870967742,1.409884092032271,0.2314571333256672,0.33622372769783115,62
"Wedding Planning",4.333783783783784,0.8019447691144368,4.756756756756757,0.5405405405405405,0.047014088943228186,0.11380708335057464,37
"Preschools",4.2635922330097085,0.970916746622342,4.737864077669903,0.6677184024873553,0.02346679304788924,0.06841180560115517,103
"Performing Arts",4.095306122448981,0.6362905960452164,4.579591836734694,0.6989728883932992,0.04420306714451745,0.07040070168632495,245
"Argentine",4.038372093023254,0.3705491225795258,4.255813953488372,0.942362771597898,0.22496518850724917,0.3869927968824552,43
"Moroccan",4.141666666666667,0.4776708536685533,4.16,0.9457272334029511,0.022136316837707476,0.2856999091532008,50
"Bookstores",3.925,0.8660622238097007,4.663265306122449,0.7685644921490019,-0.034109435161263565,0.0905196395546042,98
"Desserts",4.073929663608563,0.6480068249684544,4.252293577981652,1.1027984694724073,0.09233013610523158,0.11530034720135533,218
"Fruits & Veggies",4.175766871165643,0.779360990179076,4.177914110429448,1.1453841501953337,0.08627040036124878,0.11539244799082797,163
